Date,Country,Region,Region Code,lat,long,Region code,ISO Code,Map Region,Population,Area,Total Cases,Deaths,Recovered,Tests,Tested People,Active Cases,Hospitalized,Quarantined,Intensive Care,Other Hospitalized,Prev Total Cases,Previous Daily Cases,Daily Cases,Daily Deaths,Daily Recovered,Daily Tests,Daily Tested People,Daily Active Cases,Daily Hospitalized,Daily Quarantined,Daily Intensive Care,Daily Other Hospitalized,Weekly Cases,Weekly Deaths,Weekly Recovered,Weekly Tests,Weekly Tested People,Weekly Active Cases,Weekly Hospitalized,Weekly Quarantined,Weekly Intensive Care,Weekly Other Hospitalized,Last Update,note_it,note_en
2020-03-28,ITA,Sicilia,19,38.11569725,13.362356699999998,19,IT-82,Sicilia,4999891,25832,1359,57,60,13096,,1242,512,730,71,441,1250,86,109,18,7,2017,,84,12,72,-4,16,869,51,34,8213,,784,258,526,23,235,2020-03-28 17:00:00,,
2020-03-28,ITA,Toscana,9,43.76923077,11.25588885,9,IT-52,Toscana,3729641,22987,3817,198,108,25613,,3511,1370,2141,277,1093,3450,224,367,21,5,1867,,341,43,298,3,40,1805,126,73,13704,,1606,504,1102,75,429,2020-03-28 17:00:00,,
2020-03-28,ITA,P.A. Trento,4,46.06893511,11.12123097,24,IT-32,Trentino-Alto Adige,541380,6207,1505,120,151,5561,,1234,423,811,72,351,1391,94,114,18,26,638,,70,16,54,6,10,723,92,117,2905,,514,151,363,33,118,2020-03-28 17:00:00,,
2020-03-28,ITA,Umbria,10,43.10675841,12.38824698,10,IT-55,Umbria,882015,8464,969,28,43,7028,,898,203,695,44,159,884,82,85,7,4,891,,74,8,66,-2,10,507,18,38,4316,,451,82,369,15,67,2020-03-28 17:00:00,,
2020-03-28,ITA,Valle d'Aosta,2,45.73750286,7.320149366,2,IT-23,Valle d'Aosta,125666,3261,511,41,2,1380,,468,116,352,26,90,452,44,59,4,0,128,,55,1,54,2,-1,198,33,1,496,,164,39,125,11,28,2020-03-28 17:00:00,,
2020-03-28,ITA,Veneto,5,45.43490485,12.33845213,5,IT-34,Veneto,4905854,18020,7930,362,655,89380,,6913,1903,5010,344,1559,7497,562,433,49,119,5753,,265,29,236,6,23,3313,216,398,35738,,2699,712,1987,95,617,2020-03-28 17:00:00,,
2020-03-29,ITA,Abruzzo,13,42.35122196,13.39843823,13,IT-65,Abruzzo,1311580,10832,1293,88,36,7730,,1169,397,772,68,329,1133,116,160,12,6,727,,142,16,126,-2,18,706,55,21,4355,,630,130,500,19,111,2020-03-29 17:00:00,,
2020-03-29,ITA,Basilicata,17,40.63947052,15.80514834,17,IT-77,Basilicata,562869,10073,202,4,1,1585,,197,50,147,18,32,182,31,20,1,0,164,,19,5,14,-1,6,121,4,1,942,,116,27,89,8,19,2020-03-29 17:00:00,,
2020-03-29,ITA,P.A. Bolzano,4,46.49933453,11.35662422,4,IT-32,Trentino-Alto Adige,533050,7400,1214,64,116,10137,,1034,290,744,56,234,1109,106,105,0,0,969,,105,14,91,5,9,536,41,109,4419,,386,112,274,24,88,2020-03-29 17:00:00,,
2020-03-29,ITA,Calabria,18,38.90597598,16.59440194,18,IT-78,Calabria,1947131,15222,614,25,12,8485,,577,143,434,19,124,555,61,59,4,1,725,,54,14,40,-3,17,341,17,7,4819,,317,49,268,2,47,2020-03-29 17:00:00,,
2020-03-29,ITA,Campania,15,40.83956555,14.25084984,15,IT-72,Campania,5801692,13671,1759,117,86,11805,,1556,611,945,135,476,1592,138,167,8,10,1189,,149,16,133,3,13,823,88,45,6862,,690,269,421,36,233,2020-03-29 17:00:00,,
2020-03-29,ITA,Emilia-Romagna,8,44.49436681,11.341720800000001,8,IT-45,Emilia-Romagna,4489477,22453,13119,1443,1141,52991,,10535,4102,6433,333,3769,12383,795,736,99,66,0,,571,91,480,17,74,5564,627,792,24969,,4145,1404,2741,64,1340,2020-03-29 17:00:00,pd-IT-0008,pd-EN-0008
2020-03-29,ITA,Friuli Venezia Giulia,6,45.6494354,13.76813649,6,IT-36,Friuli-Venezia Giulia,1215220,7924,1480,98,241,13397,,1141,296,845,60,236,1436,119,44,11,12,674,,21,14,7,1,13,606,51,152,6636,,403,86,317,13,73,2020-03-29 17:00:00,,
2020-03-29,ITA,Lazio,12,41.89277044,12.48366722,12,IT-62,Lazio,5879082,17232,2706,136,208,27744,,2362,1195,1167,133,1062,2505,210,201,12,8,565,,181,77,104,0,77,1323,83,150,9899,,1090,445,645,54,391,2020-03-29 17:00:00,,
2020-03-29,ITA,Liguria,7,44.41149315,8.9326992,7,IT-42,Liguria,1550640,5416,3076,377,420,9100,,2279,1243,1036,166,1077,2822,126,254,19,42,923,,193,45,148,-1,46,1411,206,277,4105,,928,375,553,34,341,2020-03-29 17:00:00,,
2020-03-29,ITA,Lombardia,3,45.46679409,9.190347404,3,IT-25,Lombardia,10060574,23864,41007,6360,9255,107398,,25392,12941,12451,1328,11613,39415,2117,1592,416,293,4895,,883,470,413,9,461,13801,2904,3390,36800,,7507,2360,5147,186,2174,2020-03-29 17:00:00,,
2020-03-29,ITA,Marche,11,43.61675973,13.5188753,11,IT-57,Marche,1525271,9401,3558,386,12,10431,,3160,1168,1992,168,1000,3373,177,185,22,2,547,,161,15,146,2,13,1137,202,6,4040,,929,214,715,30,184,2020-03-29 17:00:00,,
2020-03-29,ITA,Molise,14,41.55774754,14.65916051,14,IT-67,Molise,305617,4461,127,9,18,918,,100,34,66,9,25,123,14,4,0,2,111,,2,-1,3,0,-1,61,2,11,386,,48,3,45,2,1,2020-03-29 17:00:00,,
2020-03-29,ITA,Piemonte,1,45.0732745,7.680687483,1,IT-21,Piemonte,4356406,25387,8206,684,254,24058,,7268,3428,3840,443,2985,7671,579,535,67,51,2547,,417,-105,522,4,-109,3786,401,244,11357,,3141,1002,2139,135,867,2020-03-29 17:00:00,,
2020-03-29,ITA,Puglia,16,41.12559576,16.86736689,16,IT-75,Puglia,4029053,19541,1549,86,31,12361,,1432,658,774,99,559,1458,124,91,15,2,861,,74,-3,77,1,-4,763,55,24,6201,,684,369,315,62,307,2020-03-29 17:00:00,,
2020-03-29,ITA,Sardegna,20,39.21531192,9.110616306,20,IT-88,Sardegna,1639591,24100,638,27,29,4598,,582,128,454,23,105,624,94,14,1,0,373,,13,11,2,1,10,299,20,24,2196,,255,45,210,7,38,2020-03-29 17:00:00,,
2020-03-29,ITA,Sicilia,19,38.11569725,13.362356699999998,19,IT-82,Sicilia,4999891,25832,1460,65,65,13814,,1330,522,808,71,451,1359,109,101,8,5,718,,88,10,78,0,10,830,57,39,8234,,734,247,487,16,231,2020-03-29 17:00:00,,
2020-03-29,ITA,Toscana,9,43.76923077,11.25588885,9,IT-52,Toscana,3729641,22987,4122,215,121,27579,,3786,1386,2400,275,1111,3817,367,305,17,13,1966,,275,16,259,-2,18,1845,124,79,14315,,1642,465,1177,60,405,2020-03-29 17:00:00,,
2020-03-29,ITA,P.A. Trento,4,46.06893511,11.12123097,24,IT-32,Trentino-Alto Adige,541380,6207,1594,129,172,5950,,1293,431,862,75,356,1505,114,89,9,21,389,,59,8,51,3,5,640,94,138,2900,,408,150,258,29,121,2020-03-29 17:00:00,,
2020-03-29,ITA,Umbria,10,43.10675841,12.38824698,10,IT-55,Umbria,882015,8464,1023,31,95,7685,,897,212,685,46,166,969,85,54,3,52,657,,-1,9,-10,2,7,502,15,90,4550,,397,80,317,11,69,2020-03-29 17:00:00,,
2020-03-29,ITA,Valle d'Aosta,2,45.73750286,7.320149366,2,IT-23,Valle d'Aosta,125666,3261,584,43,2,1480,,539,116,423,26,90,511,59,73,2,0,100,,71,0,71,0,0,220,34,1,530,,185,32,153,5,27,2020-03-29 17:00:00,,
2020-03-29,ITA,Veneto,5,45.43490485,12.33845213,5,IT-34,Veneto,4905854,18020,8358,392,715,94784,,7251,1941,5310,355,1586,7930,433,428,30,60,5404,,338,38,300,11,27,3236,223,406,37113,,2607,573,2034,100,473,2020-03-29 17:00:00,,
2020-03-30,ITA,Abruzzo,13,42.35122196,13.39843823,13,IT-65,Abruzzo,1311580,10832,1345,102,74,7948,,1169,391,778,69,322,1293,160,52,14,38,218,,0,-6,6,1,-7,682,64,54,4274,,564,111,453,17,94,2020-03-30 17:00:00,,
2020-03-30,ITA,Basilicata,17,40.63947052,15.80514834,17,IT-77,Basilicata,562869,10073,214,5,1,1833,,208,54,154,18,36,202,20,12,1,0,248,,11,4,7,0,4,124,4,1,1137,,119,27,92,6,21,2020-03-30 17:00:00,,
2020-03-30,ITA,P.A. Bolzano,4,46.49933453,11.35662422,4,IT-32,Trentino-Alto Adige,533050,7400,1325,74,153,10640,,1098,293,805,62,231,1214,105,111,10,37,503,,64,3,61,6,-3,601,45,146,4556,,410,115,295,29,86,2020-03-30 17:00:00,,
2020-03-30,ITA,Calabria,18,38.90597598,16.59440194,18,IT-78,Calabria,1947131,15222,647,31,14,9013,,602,148,454,18,130,614,59,33,6,2,528,,25,5,20,-1,6,355,24,9,4940,,322,46,276,-2,48,2020-03-30 17:00:00,,
2020-03-30,ITA,Campania,15,40.83956555,14.25084984,15,IT-72,Campania,5801692,13671,1952,125,88,12969,,1739,594,1145,126,468,1759,167,193,8,2,1164,,183,-17,200,-9,-8,926,76,40,7156,,810,218,592,16,202,2020-03-30 17:00:00,,
2020-03-30,ITA,Emilia-Romagna,8,44.49436681,11.341720800000001,8,IT-45,Emilia-Romagna,4489477,22453,13531,1538,1227,50990,,10766,4130,6636,351,3779,13119,736,412,95,86,-2001,,231,28,203,18,10,4996,646,804,19790,,3546,1008,2538,75,933,2020-03-30 17:00:00,,
2020-03-30,ITA,Friuli Venezia Giulia,6,45.6494354,13.76813649,6,IT-36,Friuli-Venezia Giulia,1215220,7924,1501,107,285,14003,,1109,289,820,60,229,1480,44,21,9,44,606,,-32,-7,-25,0,-7,571,53,180,6579,,338,63,275,19,44,2020-03-30 17:00:00,,
2020-03-30,ITA,Lazio,12,41.89277044,12.48366722,12,IT-62,Lazio,5879082,17232,2914,150,267,32846,,2497,1233,1264,154,1079,2706,201,208,14,59,5102,,135,38,97,21,17,1374,87,204,14475,,1083,419,664,58,361,2020-03-30 17:00:00,,
2020-03-30,ITA,Liguria,7,44.41149315,8.9326992,7,IT-42,Liguria,1550640,5416,3217,397,437,9677,,2383,1317,1066,175,1142,3076,254,141,20,17,577,,104,74,30,9,65,1293,185,278,4139,,830,423,407,42,381,2020-03-30 17:00:00,,
2020-03-30,ITA,Lombardia,3,45.46679409,9.190347404,3,IT-25,Lombardia,10060574,23864,42161,6818,10337,111057,,25006,13145,11861,1330,11815,41007,1592,1154,458,1082,3659,,-386,204,-590,2,202,13400,3042,4262,37815,,6096,2696,3400,147,2549,2020-03-30 17:00:00,,
2020-03-30,ITA,Marche,11,43.61675973,13.5188753,11,IT-57,Marche,1525271,9401,3684,417,16,10979,,3251,1165,2086,167,998,3558,185,126,31,4,548,,91,-3,94,-1,-2,1115,214,8,4197,,893,135,758,19,116,2020-03-30 17:00:00,,
2020-03-30,ITA,Molise,14,41.55774754,14.65916051,14,IT-67,Molise,305617,4461,134,9,18,955,,107,35,72,8,27,127,4,7,0,0,37,,7,1,6,-1,2,67,2,8,423,,57,3,54,1,2,2020-03-30 17:00:00,,
2020-03-30,ITA,Piemonte,1,45.0732745,7.680687483,1,IT-21,Piemonte,4356406,25387,8712,749,308,25478,,7655,3437,4218,452,2985,8206,535,506,65,54,1420,,387,9,378,9,0,3851,434,291,11918,,3126,900,2226,109,791,2020-03-30 17:00:00,,
2020-03-30,ITA,Puglia,16,41.12559576,16.86736689,16,IT-75,Puglia,4029053,19541,1712,91,36,13117,,1585,696,889,106,590,1549,91,163,5,5,756,,153,38,115,7,31,806,54,29,6356,,723,366,357,61,305,2020-03-30 17:00:00,,
2020-03-30,ITA,Sardegna,20,39.21531192,9.110616306,20,IT-88,Sardegna,1639591,24100,682,28,32,4993,,622,137,485,24,113,638,14,44,1,3,395,,40,9,31,1,8,323,17,27,2425,,279,43,236,6,37,2020-03-30 17:00:00,,
2020-03-30,ITA,Sicilia,19,38.11569725,13.362356699999998,19,IT-82,Sicilia,4999891,25832,1555,76,71,14758,,1408,559,849,75,484,1460,101,95,11,6,944,,78,37,41,4,33,834,63,44,8383,,727,249,478,15,234,2020-03-30 17:00:00,,
2020-03-30,ITA,Toscana,9,43.76923077,11.25588885,9,IT-52,Toscana,3729641,22987,4412,231,131,30099,,4050,1395,2655,279,1116,4122,305,290,16,10,2520,,264,9,255,4,5,1951,122,80,16248,,1749,319,1430,41,278,2020-03-30 17:00:00,,
2020-03-30,ITA,P.A. Trento,4,46.06893511,11.12123097,24,IT-32,Trentino-Alto Adige,541380,6207,1682,147,178,6377,,1357,431,926,78,353,1594,89,88,18,6,427,,64,0,64,3,-3,659,106,110,3227,,443,136,307,32,104,2020-03-30 17:00:00,,
2020-03-30,ITA,Umbria,10,43.10675841,12.38824698,10,IT-55,Umbria,882015,8464,1051,33,184,8150,,834,220,614,47,173,1023,54,28,2,89,465,,-63,8,-71,1,7,474,17,179,4589,,278,72,206,5,67,2020-03-30 17:00:00,,
2020-03-30,ITA,Valle d'Aosta,2,45.73750286,7.320149366,2,IT-23,Valle d'Aosta,125666,3261,584,50,16,1536,,518,118,400,26,92,584,73,0,7,14,56,,-21,2,-23,0,2,191,38,14,438,,139,29,110,6,23,2020-03-30 17:00:00,,
2020-03-30,ITA,Veneto,5,45.43490485,12.33845213,5,IT-34,Veneto,4905854,18020,8724,413,747,99941,,7564,1989,5575,356,1633,8358,428,366,21,32,5157,,313,48,265,1,47,3219,221,420,38826,,2578,502,2076,75,427,2020-03-30 17:00:00,,
2020-03-31,ITA,Abruzzo,13,42.35122196,13.39843823,13,IT-65,Abruzzo,1311580,10832,1401,115,95,8758,,1191,408,783,73,335,1345,52,56,13,21,810,,22,17,5,4,13,712,69,74,4464,,569,117,452,16,101,2020-03-31 17:00:00,,
2020-03-31,ITA,Basilicata,17,40.63947052,15.80514834,17,IT-77,Basilicata,562869,10073,226,7,3,2043,,216,54,162,17,37,214,12,12,2,2,210,,8,0,8,-1,1,134,6,3,1299,,125,28,97,5,23,2020-03-31 17:00:00,,
2020-03-31,ITA,P.A. Bolzano,4,46.49933453,11.35662422,4,IT-32,Trentino-Alto Adige,533050,7400,1371,76,153,11275,,1142,311,831,62,249,1325,111,46,2,0,635,,44,18,26,0,18,590,38,109,4766,,443,107,336,24,83,2020-03-31 17:00:00,,
2020-03-31,ITA,Calabria,18,38.90597598,16.59440194,18,IT-78,Calabria,1947131,15222,659,36,17,9327,,606,149,457,17,132,647,33,12,5,3,314,,4,1,3,-1,2,340,26,12,4841,,302,40,262,-4,44,2020-03-31 17:00:00,,
2020-03-31,ITA,Campania,15,40.83956555,14.25084984,15,IT-72,Campania,5801692,13671,2092,133,88,14403,,1871,634,1237,133,501,1952,193,140,8,0,1434,,132,40,92,7,33,991,77,35,8106,,879,108,771,-48,156,2020-03-31 17:00:00,,
2020-03-31,ITA,Emilia-Romagna,8,44.49436681,11.341720800000001,8,IT-45,Emilia-Romagna,4489477,22453,14074,1644,1477,54532,,10953,4118,6835,353,3765,13531,412,543,106,250,3542,,187,-12,199,2,-14,4820,659,919,21005,,3242,853,2389,62,791,2020-03-31 17:00:00,,
2020-03-31,ITA,Friuli Venezia Giulia,6,45.6494354,13.76813649,6,IT-36,Friuli-Venezia Giulia,1215220,7924,1593,113,320,14899,,1160,275,885,60,215,1501,21,92,6,35,896,,51,-14,65,0,-14,601,49,240,6373,,312,31,281,11,20,2020-03-31 17:00:00,,
2020-03-31,ITA,Lazio,12,41.89277044,12.48366722,12,IT-62,Lazio,5879082,17232,3095,162,291,34677,,2642,1300,1342,173,1127,2914,208,181,12,24,1831,,145,67,78,19,48,1367,82,188,16306,,1097,459,638,79,380,2020-03-31 17:00:00,,
2020-03-31,ITA,Liguria,7,44.41149315,8.9326992,7,IT-42,Liguria,1550640,5416,3416,428,480,10376,,2508,1332,1176,179,1153,3217,141,199,31,43,699,,125,15,110,4,11,1300,197,287,4384,,816,382,434,32,350,2020-03-31 17:00:00,,
2020-03-31,ITA,Lombardia,3,45.46679409,9.190347404,3,IT-25,Lombardia,10060574,23864,43208,7199,10885,114640,,25124,13207,11917,1324,11883,42161,1154,1047,381,548,3583,,118,62,56,-6,68,12505,3021,4228,37945,,5256,2302,2954,130,2172,2020-03-31 17:00:00,,
2020-03-31,ITA,Marche,11,43.61675973,13.5188753,11,IT-57,Marche,1525271,9401,3825,452,21,11724,,3352,1115,2237,169,946,3684,126,141,35,5,745,,101,-50,151,2,-52,1089,221,13,4495,,855,104,751,20,84,2020-03-31 17:00:00,,
2020-03-31,ITA,Molise,14,41.55774754,14.65916051,14,IT-67,Molise,305617,4461,144,9,18,1049,,117,37,80,8,29,134,7,10,0,0,94,,10,2,8,0,2,71,1,8,477,,62,3,59,1,2,2020-03-31 17:00:00,,
2020-03-31,ITA,Piemonte,1,45.0732745,7.680687483,1,IT-21,Piemonte,4356406,25387,9301,854,365,27658,,8082,3626,4456,452,3174,8712,506,589,105,57,2180,,427,189,238,0,189,3786,480,348,12189,,2958,862,2096,92,770,2020-03-31 17:00:00,,
2020-03-31,ITA,Puglia,16,41.12559576,16.86736689,16,IT-75,Puglia,4029053,19541,1803,110,39,14073,,1654,714,940,105,609,1712,163,91,19,3,956,,69,18,51,-1,19,798,66,18,6728,,714,340,374,48,292,2020-03-31 17:00:00,,
2020-03-31,ITA,Sardegna,20,39.21531192,9.110616306,20,IT-88,Sardegna,1639591,24100,722,31,34,5257,,657,141,516,28,113,682,44,40,3,2,264,,35,4,31,4,0,301,16,23,2398,,262,42,220,9,33,2020-03-31 17:00:00,,
2020-03-31,ITA,Sicilia,19,38.11569725,13.362356699999998,19,IT-82,Sicilia,4999891,25832,1647,81,74,15634,,1492,575,917,72,503,1555,95,92,5,3,876,,84,16,68,-3,19,801,61,47,8464,,693,265,428,12,253,2020-03-31 17:00:00,,
2020-03-31,ITA,Toscana,9,43.76923077,11.25588885,9,IT-52,Toscana,3729641,22987,4608,244,138,33165,,4226,1413,2813,293,1120,4412,290,196,13,7,3066,,176,18,158,14,4,1909,115,87,17464,,1707,251,1456,49,202,2020-03-31 17:00:00,,
2020-03-31,ITA,P.A. Trento,4,46.06893511,11.12123097,24,IT-32,Trentino-Alto Adige,541380,6207,1746,164,193,6973,,1389,434,955,80,354,1682,88,64,17,15,596,,32,3,29,2,1,636,108,114,3261,,414,77,337,31,46,2020-03-31 17:00:00,,
2020-03-31,ITA,Umbria,10,43.10675841,12.38824698,10,IT-55,Umbria,882015,8464,1078,37,190,8685,,851,219,632,43,176,1051,28,27,4,6,535,,17,-1,18,-4,3,430,18,185,4577,,227,71,156,0,71,2020-03-31 17:00:00,,
2020-03-31,ITA,Valle d'Aosta,2,45.73750286,7.320149366,2,IT-23,Valle d'Aosta,125666,3261,628,56,20,1582,,552,117,435,26,91,584,0,44,6,4,46,,34,-1,35,0,-1,228,37,18,402,,173,26,147,6,20,2020-03-31 17:00:00,,
2020-03-31,ITA,Veneto,5,45.43490485,12.33845213,5,IT-34,Veneto,4905854,18020,9155,477,828,106238,,7850,2036,5814,356,1680,8724,366,431,64,81,6297,,286,47,239,0,47,3207,261,447,40060,,2499,414,2085,52,362,2020-03-31 17:00:00,,
2020-04-01,ITA,Abruzzo,13,42.35122196,13.39843823,13,IT-65,Abruzzo,1311580,10832,1436,123,102,9610,,1211,413,798,71,342,1401,56,35,8,7,852,,20,5,15,-2,7,623,71,79,4628,,473,106,367,12,94,2020-04-01 17:00:00,,
2020-04-01,ITA,Basilicata,17,40.63947052,15.80514834,17,IT-77,Basilicata,562869,10073,237,9,3,2262,,225,54,171,15,39,226,12,11,2,0,219,,9,0,9,-2,2,124,8,3,1405,,113,20,93,1,19,2020-04-01 17:00:00,,
2020-04-01,ITA,P.A. Bolzano,4,46.49933453,11.35662422,4,IT-32,Trentino-Alto Adige,533050,7400,1418,116,190,11951,,1112,326,786,57,269,1371,46,47,40,37,676,,-30,15,-45,-5,20,560,73,123,5302,,364,96,268,17,79,2020-04-01 17:00:00,,
2020-04-01,ITA,Calabria,18,38.90597598,16.59440194,18,IT-78,Calabria,1947131,15222,669,38,21,9983,,610,160,450,16,144,659,12,10,2,4,656,,4,11,-7,-1,12,318,27,14,4925,,277,44,233,-7,51,2020-04-01 17:00:00,,
2020-04-01,ITA,Campania,15,40.83956555,14.25084984,15,IT-72,Campania,5801692,13671,2231,148,107,15728,,1976,607,1369,129,478,2092,140,139,15,19,1325,,105,-27,132,-4,-23,1032,74,54,8756,,904,166,738,6,160,2020-04-01 17:00:00,,
2020-04-01,ITA,Emilia-Romagna,8,44.49436681,11.341720800000001,8,IT-45,Emilia-Romagna,4489477,22453,14787,1732,1566,58457,,11489,4257,7232,359,3898,14074,543,713,88,89,3925,,536,139,397,6,133,4733,655,845,20412,,3233,783,2450,65,718,2020-04-01 17:00:00,,
2020-04-01,ITA,Friuli Venezia Giulia,6,45.6494354,13.76813649,6,IT-36,Friuli-Venezia Giulia,1215220,7924,1685,122,357,15987,,1206,266,940,60,206,1593,92,92,9,37,1088,,46,-9,55,0,-9,546,52,199,6493,,295,14,281,8,6,2020-04-01 17:00:00,,
2020-04-01,ITA,Lazio,12,41.89277044,12.48366722,12,IT-62,Lazio,5879082,17232,3264,169,337,35810,,2758,1308,1450,177,1131,3095,181,169,7,46,1133,,116,8,108,4,4,1363,74,206,15141,,1083,402,681,76,326,2020-04-01 17:00:00,,
2020-04-01,ITA,Liguria,7,44.41149315,8.9326992,7,IT-42,Liguria,1550640,5416,3660,460,555,11334,,2645,1293,1352,179,1114,3416,199,244,32,75,958,,137,-39,176,0,-39,1355,206,330,4732,,819,219,600,32,187,2020-04-01 17:00:00,,
2020-04-01,ITA,Lombardia,3,45.46679409,9.190347404,3,IT-25,Lombardia,10060574,23864,44773,7593,11415,121449,,25765,13269,12496,1342,11927,43208,1047,1565,394,530,6809,,641,62,579,18,44,12427,3119,4134,39783,,5174,2007,3167,106,1901,2020-04-01 17:00:00,,
2020-04-01,ITA,Marche,11,43.61675973,13.5188753,11,IT-57,Marche,1525271,9401,3962,477,29,12296,,3456,1152,2304,168,984,3825,141,137,25,8,572,,104,37,67,-1,38,1028,190,21,4400,,817,66,751,20,46,2020-04-01 17:00:00,,
2020-04-01,ITA,Molise,14,41.55774754,14.65916051,14,IT-67,Molise,305617,4461,160,10,19,1157,,131,40,91,8,32,144,10,16,1,1,108,,14,3,11,0,3,87,2,7,577,,78,7,71,1,6,2020-04-01 17:00:00,,
2020-04-01,ITA,Piemonte,1,45.0732745,7.680687483,1,IT-21,Piemonte,4356406,25387,9795,886,439,30060,,8470,3599,4871,453,3146,9301,589,494,32,74,2402,,388,-27,415,1,-28,3771,437,420,13405,,2914,674,2240,72,602,2020-04-01 17:00:00,,
2020-04-01,ITA,Puglia,16,41.12559576,16.86736689,16,IT-75,Puglia,4029053,19541,1946,129,61,15209,,1756,744,1012,107,637,1803,91,143,19,22,1136,,102,30,72,2,28,853,81,39,6986,,733,331,402,43,288,2020-04-01 17:00:00,,
2020-04-01,ITA,Sardegna,20,39.21531192,9.110616306,20,IT-88,Sardegna,1639591,24100,745,34,36,5501,,675,146,529,27,119,722,40,23,3,2,244,,18,5,13,-1,6,303,16,24,2482,,263,45,218,8,37,2020-04-01 17:00:00,,
2020-04-01,ITA,Sicilia,19,38.11569725,13.362356699999998,19,IT-82,Sicilia,4999891,25832,1718,88,86,16836,,1544,568,976,72,496,1647,92,71,7,12,1202,,52,-7,59,0,-7,724,63,53,8524,,608,229,379,-8,237,2020-04-01 17:00:00,,
2020-04-01,ITA,Toscana,9,43.76923077,11.25588885,9,IT-52,Toscana,3729641,22987,4867,253,182,36575,,4432,1417,3015,297,1120,4608,196,259,9,44,3410,,206,4,202,4,0,1895,111,128,18707,,1656,167,1489,46,121,2020-04-01 17:00:00,,
2020-04-01,ITA,P.A. Trento,4,46.06893511,11.12123097,24,IT-32,Trentino-Alto Adige,541380,6207,1870,173,214,7675,,1483,421,1062,76,345,1746,64,124,9,21,702,,94,-13,107,-4,-9,648,99,124,3561,,425,48,377,11,37,2020-04-01 17:00:00,,
2020-04-01,ITA,Umbria,10,43.10675841,12.38824698,10,IT-55,Umbria,882015,8464,1095,37,194,9080,,864,218,646,45,173,1078,27,17,0,4,395,,13,-1,14,2,-3,385,18,189,4373,,178,51,127,1,50,2020-04-01 17:00:00,,
2020-04-01,ITA,Valle d'Aosta,2,45.73750286,7.320149366,2,IT-23,Valle d'Aosta,125666,3261,631,59,32,1717,,540,112,428,27,85,628,44,3,3,12,135,,-12,-5,-7,1,-6,230,35,30,517,,165,17,148,2,15,2020-04-01 17:00:00,,
2020-04-01,ITA,Veneto,5,45.43490485,12.33845213,5,IT-34,Veneto,4905854,18020,9625,499,902,112746,,8224,2068,6156,350,1718,9155,431,470,22,74,6508,,374,32,342,-6,38,3183,241,463,41869,,2479,345,2134,34,311,2020-04-01 17:00:00,,
2020-04-02,ITA,Abruzzo,13,42.35122196,13.39843823,13,IT-65,Abruzzo,1311580,10832,1497,133,113,10647,,1251,416,835,75,341,1436,35,61,10,11,1037,,40,3,37,4,-1,551,70,90,5159,,391,72,319,11,61,2020-04-02 17:00:00,,
2020-04-02,ITA,Basilicata,17,40.63947052,15.80514834,17,IT-77,Basilicata,562869,10073,246,10,3,2427,,233,57,176,19,38,237,11,9,1,0,165,,8,3,5,4,-1,112,9,3,1381,,100,19,81,3,16,2020-04-02 17:00:00,,
2020-04-02,ITA,P.A. Bolzano,4,46.49933453,11.35662422,4,IT-32,Trentino-Alto Adige,533050,7400,1479,129,190,12677,,1160,339,821,60,279,1418,47,61,13,0,726,,48,13,35,3,10,573,81,123,4933,,369,73,296,17,56,2020-04-02 17:00:00,,
2020-04-02,ITA,Calabria,18,38.90597598,16.59440194,18,IT-78,Calabria,1947131,15222,691,41,23,10679,,627,182,445,19,163,669,10,22,3,2,696,,17,22,-5,3,19,298,27,16,4746,,255,58,197,-4,62,2020-04-02 17:00:00,,
2020-04-02,ITA,Campania,15,40.83956555,14.25084984,15,IT-72,Campania,5801692,13671,2456,167,149,17404,,2140,623,1517,120,503,2231,139,225,19,42,1676,,164,16,148,-9,25,1146,84,91,9058,,971,61,910,6,55,2020-04-02 17:00:00,,
2020-04-02,ITA,Emilia-Romagna,8,44.49436681,11.341720800000001,8,IT-45,Emilia-Romagna,4489477,22453,15333,1811,1663,60507,,11859,4310,7549,366,3944,14787,713,546,79,97,2050,,370,53,317,7,46,4517,637,871,18112,,3009,655,2354,65,590,2020-04-02 17:00:00,,
2020-04-02,ITA,Friuli Venezia Giulia,6,45.6494354,13.76813649,6,IT-36,Friuli-Venezia Giulia,1215220,7924,1799,129,376,17121,,1294,259,1035,60,199,1685,92,114,7,19,1134,,88,-7,95,0,-7,576,57,179,6400,,340,-7,347,6,-13,2020-04-02 17:00:00,,
2020-04-02,ITA,Lazio,12,41.89277044,12.48366722,12,IT-62,Lazio,5879082,17232,3433,185,369,41575,,2879,1350,1529,181,1169,3264,169,169,16,32,5765,,121,42,79,4,38,1337,79,214,18804,,1044,359,685,68,291,2020-04-02 17:00:00,,
2020-04-02,ITA,Liguria,7,44.41149315,8.9326992,7,IT-42,Liguria,1550640,5416,3782,488,634,12069,,2660,1292,1368,172,1120,3660,244,122,28,79,735,,15,-1,16,-7,6,1215,208,374,4765,,633,140,493,18,122,2020-04-02 17:00:00,,
2020-04-02,ITA,Lombardia,3,45.46679409,9.190347404,3,IT-25,Lombardia,10060574,23864,46065,7960,12229,128286,,25876,13113,12763,1351,11762,44773,1565,1292,367,814,6837,,111,-156,267,9,-165,11176,3099,4390,40573,,3687,1169,2518,88,1081,2020-04-02 17:00:00,,
